vocabulary,meaning,IPA,book,author
Gazette,公报,gəˈzɛt,A Seditious Affair: A Society of Gentlemen Novel (Society of Gentlemen Series Book 2),K.J. Charles
cavalry,骑兵,ˈkævəlri,A Seditious Affair: A Society of Gentlemen Novel (Society of Gentlemen Series Book 2),K.J. Charles
carrion,腐肉,ˈkɛriən,A Seditious Affair: A Society of Gentlemen Novel (Society of Gentlemen Series Book 2),K.J. Charles
careworn,忧心忡忡,careworn*,A Seditious Affair: A Society of Gentlemen Novel (Society of Gentlemen Series Book 2),K.J. Charles
draconian,严厉的,drəˈkoʊniən,A Seditious Affair: A Society of Gentlemen Novel (Society of Gentlemen Series Book 2),K.J. Charles
constable,警官,ˈkɑnstəbəl,A Seditious Affair: A Society of Gentlemen Novel (Society of Gentlemen Series Book 2),K.J. Charles
Veal,小牛肉,vil,A Seditious Affair: A Society of Gentlemen Novel (Society of Gentlemen Series Book 2),K.J. Charles
of the others,其他人的,əv ðə ˈəðərz,A Seditious Affair: A Society of Gentlemen Novel (Society of Gentlemen Series Book 2),K.J. Charles
ostler,马夫,ostler*,A Thief in the Night (Gentle Art World),KJ Charles
backgammon,五子棋,ˈbækˌgæmən,A Seditious Affair: A Society of Gentlemen Novel (Society of Gentlemen Series Book 2),K.J. Charles
compassionate,富有同情心的,kəmˈpæʃənət,A Study in Lavender: Queering Sherlock Holmes,"Raynes, Katie"
hagridden,海格登,hagridden*,A Seditious Affair: A Society of Gentlemen Novel (Society of Gentlemen Series Book 2),K.J. Charles
guttered,沟渠,ˈgətərd,A Thief in the Night (Gentle Art World),KJ Charles
tallow,脂,ˈtæloʊ,A Thief in the Night (Gentle Art World),KJ Charles
tendered my resignation,递交了辞呈,ˈtɛndərd maɪ ˌrɛzɪgˈneɪʃən,A Seditious Affair: A Society of Gentlemen Novel (Society of Gentlemen Series Book 2),K.J. Charles
vulpine,狐狸,vulpine*,A Seditious Affair: A Society of Gentlemen Novel (Society of Gentlemen Series Book 2),K.J. Charles
hagridden,海格登,hagridden*,A Seditious Affair: A Society of Gentlemen Novel (Society of Gentlemen Series Book 2),K.J. Charles
starburst,星爆,starburst*,After Felix (Close Proximity Book 3),Lily Morton
togs,被拿走,tɑgz,After Felix (Close Proximity Book 3),Lily Morton
turbot,大菱鲆,ˌtərˈboʊ,A Seditious Affair: A Society of Gentlemen Novel (Society of Gentlemen Series Book 2),K.J. Charles
drawing and quartering,绘图和四分之一,drɔɪŋ ənd quartering*,A Seditious Affair: A Society of Gentlemen Novel (Society of Gentlemen Series Book 2),K.J. Charles
sachets,小袋,sachets*,After Felix (Close Proximity Book 3),Lily Morton
febrile,发热的,febrile*,After Felix (Close Proximity Book 3),Lily Morton
kleptomaniac,盗窃狂,ˌklɛptəˈmeɪniæk,After Felix (Close Proximity Book 3),Lily Morton
perquisites,津贴,ˈpərkwɪzɪts,A Thief in the Night (Gentle Art World),KJ Charles
botox,保妥适,ˈboʊˌtɔks,After Felix (Close Proximity Book 3),Lily Morton
Lady Gaga,Lady Gaga,ˈleɪdi ˈgɑˌgə,After Felix (Close Proximity Book 3),Lily Morton
discombobulated,混乱的,ˌdɪskəmˈbɔbjuleɪtəd,After Felix (Close Proximity Book 3),Lily Morton
gnome,侏儒,noʊm,After Felix (Close Proximity Book 3),Lily Morton
weathervane,风向标,weathervane*,After Felix (Close Proximity Book 3),Lily Morton
scrotum,阴囊,scrotum*,After Felix (Close Proximity Book 3),Lily Morton
essay,散文,ˈɛˌseɪ,After Felix (Close Proximity Book 3),Lily Morton
stationery,静止的,ˈsteɪʃəˌnɛri,After Felix (Close Proximity Book 3),Lily Morton
Hemlock,铁杉,ˈhɛmˌlɑk,After Felix (Close Proximity Book 3),Lily Morton
poky,狱,ˈpoʊki,After Felix (Close Proximity Book 3),Lily Morton
sangfroid,冷静的,sangfroid*,After Felix (Close Proximity Book 3),Lily Morton
arsonist,纵火犯,ˈɑrsənɪst,After Felix (Close Proximity Book 3),Lily Morton
mangling,加工,ˈmæŋgəlɪŋ,After Felix (Close Proximity Book 3),Lily Morton
wastrel,败家子,wastrel*,After Felix (Close Proximity Book 3),Lily Morton
Perchance,或许,pərˈʧæns,After Felix (Close Proximity Book 3),Lily Morton
louche,可疑的,louche*,After Felix (Close Proximity Book 3),Lily Morton
gopher,地鼠,ˈgoʊfər,After Felix (Close Proximity Book 3),Lily Morton
zing,兴,zɪŋ,After Felix (Close Proximity Book 3),Lily Morton
shoehorn,鞋拔子,ˈʃuˌhɔrn,After Felix (Close Proximity Book 3),Lily Morton
retroussé,卷起来,retroussé*é,After Felix (Close Proximity Book 3),Lily Morton
cogs,齿轮,cogs*,After Felix (Close Proximity Book 3),Lily Morton
hellbent,顽固的,hellbent*,After Felix (Close Proximity Book 3),Lily Morton
jackpot,大奖,ˈʤækˌpɑt,After Felix (Close Proximity Book 3),Lily Morton
craggy,崎岖的,ˈkrægi,After Felix (Close Proximity Book 3),Lily Morton
insouciance,鲁莽,ˌɪnˈsusjəns,After Felix (Close Proximity Book 3),Lily Morton
hightail,高尾,hightail*,After Felix (Close Proximity Book 3),Lily Morton
locusts,蝗虫,ˈloʊkəsts,After Felix (Close Proximity Book 3),Lily Morton
Scram,急停,skræm,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
blurb,简介,blərb,After Felix (Close Proximity Book 3),Lily Morton
oversharing,过度分享,oversharing*,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
proposition,主张,ˌprɑpəˈzɪʃən,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
braw,恐怖,braw*,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
taking minutes,花几分钟,ˈteɪkɪŋ ˈmɪnəts,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
open sandwich,开放式三明治,ˈoʊpən ˈsænwɪʧ,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
Aladdin,阿拉丁,æˈlædɪn,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
nom de plume,笔名,nɑm də plum,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
Orion,猎户座,ɔˈraɪən,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
Dictaphones,录音机,dictaphones*,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
boudoir,闺房,ˈbuˌdɔɪr,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
lovelorn,失恋,lovelorn*,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
RSVP,敬请回复,rsvp*,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
lingerie,内衣,ˈlɑnʒərˌeɪ,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
prawn crackers,虾片,prɔn ˈkrækərz,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
munches,零食,munches*,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
pro forma,备考,proʊ ˈfɔrmə,After Felix (Close Proximity Book 3),Lily Morton
pinpricks,针孔,pinpricks*,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
flunking out,退学,ˈfləŋkɪŋ aʊt,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
trellis,格子,ˈtrɛləs,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
gibberish,胡言乱语,ˈgɪbərɪʃ,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
moniker,绰号,ˈmɑnɪkər,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
plonking,扑通扑通,plonking*,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
Minesweeper,扫雷,ˈmaɪnsˌwipər,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
stork,鹳,stɔrk,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
Gruel?,粥？,gruɪl?,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
flanged,法兰,flanged*,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
daft,愚蠢的,dæft,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
aubergine,茄子,aubergine*,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
casserole,沙锅,ˈkæsərˌoʊl,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
swanky,时髦的,sˈwɑŋki,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
G-string,G弦,g-string*,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
chaps,伙计们,ʧæps,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
hornets,黄蜂,ˈhɔrnəts,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
banns,旗帜,banns*,Alec,William di Canzio
satin,缎,ˈsætən,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
tawny,黄褐色,ˈtɑni,Alec,William di Canzio
swan song,绝唱,swɔn sɔŋ,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
Sunday best,周日最佳,ˈsənˌdi bɛst,Alec,William di Canzio
casters,脚轮,ˈkæstərz,Alec,William di Canzio
risible,可笑的,risible*,Alec,William di Canzio
Eros,爱欲,ˈɪrɑs,Alec,William di Canzio
Sylvan,西尔万,ˈsɪlvən,Alec,William di Canzio
crystal ball,水晶球,ˈkrɪstəl bɔl,A is for Aftercare: An age-gap M&#x2F;M romance (The Alphabet of Desire Book 1),Colette Davison
priory,修道院,ˈpraɪəri,Alec,William di Canzio
bivouac,露营,ˈbɪvwæk,Alec,William di Canzio
prioress,院长,prioress*,Alec,William di Canzio
concertina,手风琴,kɑnsərˈtinə,Alec,William di Canzio
insolent,无礼的,ˈɪnsələnt,AlphasWarARe,ZoePerdita
reredos,我会回来的,reredos*,Alec,William di Canzio
to a tee,开球,tɪ ə ti,AlphasWarARe,ZoePerdita
worsted,精纺,ˈwərstɪd,Alec,William di Canzio
hadn’t run afoul of,没有发生冲突,hadn’t* rən əˈfaʊl əv,AlphasWarARe,ZoePerdita
dachshund,腊肠犬,ˈdɑksˌhʊnd,Alec,William di Canzio
baloney,胡扯,bəˈloʊni,AlphasWarARe,ZoePerdita
manicured,修剪过的,ˈmænɪkjərd,AlphasWarARe,ZoePerdita
snippets,片断,sˈnɪpəts,AlphasWarARe,ZoePerdita
eyes were trained on,眼睛被训练,aɪz wər treɪnd ɔn,AlphasWarARe,ZoePerdita
philandering,打情骂俏,ˌfaɪˈlændərɪŋ,AlphasWarARe,ZoePerdita
passé,过时的,passé*é,AlphasWarARe,ZoePerdita
sanitarium,疗养院,sanitarium*,AlphasWarARe,ZoePerdita
heist,抢劫,haɪst,AlphasWarARe,ZoePerdita
sauté,炒,sauté*é,AlphasWarARe,ZoePerdita
sinewy,强壮的,ˈsɪnjui,AlphasWarARe,ZoePerdita
entwining,纠缠,entwining*,AlphasWarARe,ZoePerdita
mane,鬃毛,meɪn,AlphasWarARe,ZoePerdita
pallor,苍白的,pallor*,AlphasWarARe,ZoePerdita
Anubis,阿努比斯,əˈnubɪs,AlphasWarARe,ZoePerdita
PDAs,掌上电脑,pdas*,AlphasWarARe,ZoePerdita
stamina,耐力,ˈstæmənə,AlphasWarARe,ZoePerdita
gauze,纱布,gɔz,AlphasWarARe,ZoePerdita
donned,穿上,dɑnd,AlphasWarARe,ZoePerdita
tiff,争吵,tɪf,AlphasWarARe,ZoePerdita
snout,鼻子,snaʊt,AlphasWarARe,ZoePerdita
throttled,节流,θˈrɑtəld,AlphasWarARe,ZoePerdita
found purchase in,发现购买,faʊnd ˈpərʧəs ɪn,AlphasWarARe,ZoePerdita
pharaoh,法老,ˈfɛroʊ,AlphasWarARe,ZoePerdita
gag,插科打诨,gæg,AlphasWarARe,ZoePerdita
fizzled,失败了,ˈfɪzəld,AlphasWarARe,ZoePerdita
jackal,豺,ˈʤækəl,AlphasWarARe,ZoePerdita
staff,职员,stæf,AlphasWarARe,ZoePerdita
formaldehyde,甲醛,fərˈmældəˌhaɪd,AlphasWarARe,ZoePerdita
grime,污垢,graɪm,AlphasWarARe,ZoePerdita
thugs,暴徒,θəgz,AlphasWarARe,ZoePerdita
offbeat,另类,ˈɔfˈbit,AlphasWarARe,ZoePerdita
bunker,掩体,ˈbəŋkər,AlphasWarARe,ZoePerdita
slurping,啜饮,slurping*,AlphasWarARe,ZoePerdita
shiv,刀,shiv*,AlphasWarARe,ZoePerdita
trumpery,小号,trumpery*,An Unnatural Vice (Sins of the Cities),KJ Charles
heavyset,重量级,ˈhɛviˌsɛt,An Unnatural Vice (Sins of the Cities),KJ Charles
acolytes,侍僧,ˈækəˌlaɪts,An Unnatural Vice (Sins of the Cities),KJ Charles
hiccup,打嗝,ˈhɪkəp,AlphasWarARe,ZoePerdita
brush-off,刷掉,brush-off*,An Unnatural Vice (Sins of the Cities),KJ Charles
seance,降神会,seɪɑns,An Unnatural Vice (Sins of the Cities),KJ Charles
fence,栅栏,fɛns,AlphasWarARe,ZoePerdita
primogeniture,长子继承制,primogeniture*,An Unnatural Vice (Sins of the Cities),KJ Charles
cadaverous,苍白的,cadaverous*,An Unnatural Vice (Sins of the Cities),KJ Charles
barge,驳船,bɑrʤ,An Unnatural Vice (Sins of the Cities),KJ Charles
wherewithal,必要的,ˈwɛrwɪˌðɔl,An Unnatural Vice (Sins of the Cities),KJ Charles
ringlets,小环,ringlets*,An Unnatural Vice (Sins of the Cities),KJ Charles
pelt,毛皮,pɛlt,An Unnatural Vice (Sins of the Cities),KJ Charles
Sabbath,安息日,ˈsæbəθ,An Unnatural Vice (Sins of the Cities),KJ Charles
affray,争吵,affray*,An Unsuitable Heir,KJ Charles
pigeon-chested,鸽子胸,pigeon-chested*,An Unnatural Vice (Sins of the Cities),KJ Charles
heraldic,纹章的,hɛˈrældɪk,An Unsuitable Heir,KJ Charles
belabour,劳累,belabour*,An Unsuitable Heir,KJ Charles
chiffon,薄纱,ʃɪˈfɑn,An Unnatural Vice (Sins of the Cities),KJ Charles
Foisted,强迫的,ˈfɔɪstɪd,An Unsuitable Heir,KJ Charles
escutcheon,孔罩,escutcheon*,An Unsuitable Heir,KJ Charles
shyster,害羞的,ˈʃaɪstər,An Unsuitable Heir,KJ Charles
mountebank,骗子,mountebank*,An Unnatural Vice (Sins of the Cities),KJ Charles
appendectomy,阑尾切除术,ˌæpɪnˈdɛktəmi,Anterograde,Kallysten
hatchet,斧头,ˈhæʧət,An Unsuitable Heir,KJ Charles
rapprochement,和睦,ˌræˌproʊʃˈmɑn,Any Old Diamonds,KJ Charles
encephalitis,脑炎,ɛnˌsɛfəˈlaɪtəs,Anterograde,Kallysten
ducal,公爵,ˈdukəl,An Unsuitable Heir,KJ Charles
loci,位点,ˈloʊki,Anterograde,Kallysten
virility,阳刚之气,vərˈɪləti,Any Old Diamonds,KJ Charles
antics,滑稽动作,ˈæntɪks,Anterograde,Kallysten
carnation,康乃馨,kɑrˈneɪʃən,Any Old Diamonds,KJ Charles
Imprimatur,认可,ˌɪmprɪˈmɑtər,An Unsuitable Heir,KJ Charles
mucus,粘液,mˈjukəs,Any Old Diamonds,KJ Charles
upbraid,吒,ˈəpˌbreɪd,Any Old Diamonds,KJ Charles
encephalitis,脑炎,ɛnˌsɛfəˈlaɪtəs,Anterograde,Kallysten
stencil,模版,ˈstɛnsɪl,Anterograde,Kallysten
sweetbreads,甜杂碎,sweetbreads*,Any Old Diamonds,KJ Charles
prandial,正餐,prandial*,Any Old Diamonds,KJ Charles
moralising,说教,moralising*,Any Old Diamonds,KJ Charles
toils,辛劳,tɔɪlz,Any Old Diamonds,KJ Charles
parure,放,parure*,Any Old Diamonds,KJ Charles
contumely,傲慢,contumely*,Any Old Diamonds,KJ Charles
assignation,分配,assignation*,Any Old Diamonds,KJ Charles
unavailingly,徒劳地,unavailingly*,Any Old Diamonds,KJ Charles
herons,苍鹭,ˈhɛrənz,An Unsuitable Heir,KJ Charles
trapeze,空中飞人,trəˈpiz,Any Old Diamonds,KJ Charles
soirée,晚会,soirée*,Any Old Diamonds,KJ Charles
rapscallions,大葱,rapscallions*,Any Old Diamonds,KJ Charles
pompadour,蓬巴杜,ˈpɑmpədɔr,Aqua Follies,Liv Rancourt
magnate,巨头,ˈmægˌneɪt,Any Old Diamonds,KJ Charles
figment,虚构的,ˈfɪgmɪnt,Any Old Diamonds,KJ Charles
split hairs with,用头发分开,splɪt hɛrz wɪθ,Any Old Diamonds,KJ Charles
owe,欠,oʊ,Any Old Diamonds,KJ Charles
shambled,混乱的,shambled*,Aqua Follies,Liv Rancourt
Bleachers,露天看台,ˈbliʧərz,Aqua Follies,Liv Rancourt
bandanas,头巾,ˌbænˈdænəz,Aqua Follies,Liv Rancourt
hollered,叫喊,ˈhɑlərd,Aqua Follies,Liv Rancourt
strafed,扫射,strafed*,Aqua Follies,Liv Rancourt
sherbet,果子露,ˈʃərbət,Aqua Follies,Liv Rancourt
otters,水獭,ˈɑtərz,Aqua Follies,Liv Rancourt
dungarees,工装裤,dungarees*,Aqua Follies,Liv Rancourt
jersey,球衣,ˈʤərzi,Aqua Follies,Liv Rancourt
buccaneers,海盗,ˌbəkəˈnirz,Aqua Follies,Liv Rancourt
pergola,凉棚,ˈpərgələ,Aqua Follies,Liv Rancourt
teepees,圆锥形帐篷,teepees*,Aqua Follies,Liv Rancourt
winos,酒鬼,ˈwinoʊs,Aqua Follies,Liv Rancourt
minstrel,游吟诗人,ˈmɪnstrəl,Aqua Follies,Liv Rancourt
wallowing,打滚,ˈwɑloʊɪŋ,Aqua Follies,Liv Rancourt
hoodlums,流氓,ˈhudləmz,Aqua Follies,Liv Rancourt
beatnik,披头士,ˈbitnɪk,Aqua Follies,Liv Rancourt
carburetor,化油器,ˈkɑrbərˌeɪtər,Aqua Follies,Liv Rancourt
calisthenics,健美操,ˌkæləsˈθɛnɪks,Aqua Follies,Liv Rancourt
jubilation,欢腾,ˌʤubəˈleɪʃən,Aqua Follies,Liv Rancourt
totem,图腾,ˈtoʊtəm,Aqua Follies,Liv Rancourt
reefer,冷藏箱,ˈrifər,Aqua Follies,Liv Rancourt
careening,倾斜,kərˈinɪŋ,Aqua Follies,Liv Rancourt
barrack,营房,ˈbɛrək,Band Sinister,KJ Charles
molar,磨牙,molar*,Aqua Follies,Liv Rancourt
glutton,馋嘴,glutton*,Aqua Follies,Liv Rancourt
levelly,水平地,levelly*,Band Sinister,KJ Charles
livery,制服,ˈlɪvəri,Band Sinister,KJ Charles
sententious,有道理的,sententious*,Band Sinister,KJ Charles
tangerine,柑橘,ˌtænʤərˈin,Aqua Follies,Liv Rancourt
cot,婴儿床,kɑt,Aqua Follies,Liv Rancourt
tremolo,颤音,tremolo*,Aqua Follies,Liv Rancourt
bona fide,善意,ˈboʊnə faɪd,Aqua Follies,Liv Rancourt
carried a torch for,举着火炬,ˈkɛrid ə tɔrʧ fər,Aqua Follies,Liv Rancourt
libertine,浪荡子,ˈlɪbərˌtin,Band Sinister,KJ Charles
warren,沃伦,ˈwɔrən,Aqua Follies,Liv Rancourt
yen,日元,jɛn,Aqua Follies,Liv Rancourt
infirmary,医务室,ɪnˈfərməri,Band Sinister,KJ Charles
chartreuse,黄绿色,ʃɑrˈtruz,Aqua Follies,Liv Rancourt
repine,抱怨,repine*,Band Sinister,KJ Charles
trestle,支架,ˈtrɛsəl,Band Sinister,KJ Charles
parapet,栏杆,ˈpɛrəˌpɛt,Band Sinister,KJ Charles
dogged,顽固的,dɔgd,Aqua Follies,Liv Rancourt
tuberculosis,结核,təˌbərkjəˈloʊsɪs,Aqua Follies,Liv Rancourt
pallet,托盘,ˈpælət,Band Sinister,KJ Charles
chariot,战车,ˈʧɛriət,Aqua Follies,Liv Rancourt
rubicund,红色的,rubicund*,Band Sinister,KJ Charles
laudanum,鸦片酊,ˈlɔdənəm,Band Sinister,KJ Charles
decoction,汤,decoction*,Band Sinister,KJ Charles
morass,沼泽,ˈmɔræs,Band Sinister,KJ Charles
fleshpots,肉锅,fleshpots*,Band Sinister,KJ Charles
interminable,没完没了的,ˌɪnˈtərmənəbəl,Band Sinister,KJ Charles
parlay,过关,ˈpɑrleɪ,Band Sinister,KJ Charles
mordant,媒染剂,ˈmɔrdənt,Band Sinister,KJ Charles
piquancy,辣味,piquancy*,Band Sinister,KJ Charles
avuncular,叔叔,əˈvəŋkjələr,Band Sinister,KJ Charles
supine,仰卧,ˈsupaɪn,Band Sinister,KJ Charles
priapism,异常勃起,priapism*,Band Sinister,KJ Charles
rapine,抢劫,rapine*,Band Sinister,KJ Charles
parlous,陧,parlous*,Band Sinister,KJ Charles
obsequies,意见书,obsequies*,Band Sinister,KJ Charles
purgatives,purgatives,purgatives*,Band Sinister,KJ Charles
Viscount,子爵,ˈvɪskaʊnt,Band Sinister,KJ Charles
