vocabulary,meaning,IPA,book,author
mastiff,"A breed of large dogs noted for strength and courage. There are various strains, differing in form and color, and characteristic of different countries. Mastiff bat (Zoöl.) , any bat of the genus Molossus; so called because the face somewhat resembles that of a mastiff.",ˈmæstəf,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
highfaluting,"High-flown, bombastic language. [Written also hifalutin.] [Jocular, U. S.] Lowell.",highfaluting*,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
eunuch,"A male of the human species castrated; commonly, one of a class of such persons, in Oriental countries, having charge of the women's apartments. Some of them, in former times, gained high official rank.

To make a eunuch of; to castrate. as a man. Creech. Sir. T. Browne.",ˈjunək,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
gallows,"1. A frame from which is suspended the rope with which criminals are executed by hanging, usually consisting of two upright posts and a crossbeam on the top; also, a like frame for suspending anything. So they hanged Haman on the gallows. Esther vii. 10. If I hang, I'll make a fat pair of gallows. Shak. O, there were desolation of gaolers and gallowses Shak. 2. A wretch who deserves the gallows. [R.] Shak. 3. (Print.)  The rest for the tympan when raised. 4. pl.  A pair of suspenders or braces. [Colloq.] Gallows bird, a person who deserves the gallows. [Colloq.] -- Gallows bitts (Naut.), one of two or more frames amidships on deck for supporting spare spars; -- called also gallows, gallows top, gallows frame, etc. -- Gallows frame. (a) The frame supporting the beam of an engine. (b) (Naut.) Gallows bitts. -- Gallows, or Gallow tree, the gallows. At length him nailéd on a gallow tree. Spenser.",ˈgæloʊz,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
Yule,玉乐,jul,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
sabre,"A sword with a broad and heavy blade, thick at the back, and usually more or less curved like a scimiter; a cavalry sword. Saber fish, or Sabre fish (Zoöl.), the cutlass fish.

To strike, cut, or kill with a saber; to cut down, as with a saber. You send troops to saber and bayonet us into submission. Burke.

See Saber.",ˈseɪbərz,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
flailing,挥舞着,ˈfleɪlɪŋ,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
purview,"1. (a) (Law) The body of a statute, or that part which begins with "" Be it enacted, "" as distinguished from the preamble. Cowell. (b) Hence:  The limit or scope of a statute; the whole extent of its intention or provisions. Marshall. Profanations within the purview of several statutes. Bacon. 2. Limit or sphere of authority; scope; extent. In determining the extent of information required in the exercise of a particular authority, recourse must be had to the objects within the purview of that authority. Madison.",ˈpərvˌju,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
helpmeet,"A wife; a helpmate. The Lord God created Adam, . . . and afterwards, on his finding the want of a helpmeet, caused him to sleep, and took one of his ribs and thence made woman. J. H. Newman.",helpmeet*,A Gentleman&#39;s Position (Society of Gentlemen),"Charles, K.J."
melee,A fight in which the combatants are mingled,ˈmeɪˌleɪ,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
rusticating,下乡,rusticating*,A Confidential Problem,KJ Charles
rector,"1. A ruler or governor.[R.] God is the supreme rector of the world. Sir M. Hale. 2. (a) (Ch. of Eng.) A clergyman who has the charge and cure of a parish, and has the tithes, etc.; the clergyman of a parish where the tithes are not impropriate. See the Note under Vicar. Blackstone. (b) (Prot. Epis. Ch.)  A clergyman in charge of a parish. 3. The head master of a public school. [Scot.] 4. The chief elective officer of some universities, as in France and Scotland; sometimes, the head of a college; as, the Rector of Exeter College, or of Lincoln College, at Oxford. 5. (R.C.CH.)  The superior officer or chief of a convent or religious house; and among the Jesuits the superior of a house that is a seminary or college.",ˈrɛktər,A Gentleman&#39;s Position (Society of Gentlemen),"Charles, K.J."
crestfallen,"1. With hanging head; hence, dispirited; dejected; cowed. Let it make thee crestfullen; Ay, and allay this thy abortive pride. Shak. 2. Having the crest, or upper part of the neck, hanging to one side; -- said of a horse.",ˈkrɛstˌfɔlən,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
incipient,"Beginning to be, or to show itself; commencing; initial; as, the incipient stage of a fever; incipient light of day. -- In*cip""i*ent*ly, adv.",ˌɪnˈsɪpiənt,A Gentleman&#39;s Position (Society of Gentlemen),"Charles, K.J."
inculcate,"To teach and impress by frequent repetitions or admonitions; to urge on the mind; as, Christ inculcates on his followers humility. The most obvious and necessary duties of life they have not yet had authority enough to enforce and inculcate upon men's minds. S. Clarke. Syn. -- To instill; infuse; implant; engraft; impress.",ˈɪŋkəlˌkeɪt,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
swathed,裹着,swɑðd,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
paroxysm,"1. (Med.)  The fit, attack, or exacerbation, of a disease that occurs at intervals, or has decided remissions or intermissions. Arbuthnot. 2. Any sudden and violent emotion; spasmodic passion or action; a convulsion; a fit. The returning paroxysms of diffidence and despair. South.",paroxysms*,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
mountebank,"1. One who mounts a bench or stage in the market or other public place, boasts of his skill in curing diseases, and vends medicines which he pretends are infalliable remedies; a quack doctor. Such is the weakness and easy credulity of men, that a mountebank ... is preferred before an able physician. Whitlock. 2. Any boastful or false pretender; a charlatan; a quack. Nothing so impossible in nature but mountebanks will undertake. Arbuthnot.

To cheat by boasting and false pretenses; to gull. [R.] Shak.

To play the mountebank.",mountebank*,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
sapphire,"1. (Min.)  Native alumina or aluminium sesquioxide, Al2O3; corundum; esp., the blue transparent variety of corundum, highly prized as a gem. of rubies, sapphires, and of pearlés white. Chaucer. Note: Sapphire occurs in hexagonal crystals and also in granular and massive forms. The name sapphire is usually restricted to the blue crystals, while the bright red crystals are called Oriental rubies (see under Ruby), the amethystine variety Oriental amethyst (see under Amethyst), and the dull massive varieties corundum (a name which is also used as a general term to include all varieties). See Corundum. 2. The color of the gem; bright blue. 3. (Zoöl.)  Any humming bird of the genus Hylocharis, native of South America. The throat and breast are usually bright blue. Star sapphire, or Asteriated sapphire (Min.), a kind of sapphire which exhibits asterism.

Of or resembling sapphire; sapphire; blue. ""The sapphire blaze."" Gray.",ˈsæfaɪərz,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
penmanship,"The use of the pen in writing; the art of writing; style or manner of writing; chirography; as, good or bad penmanship.",penmanship*,A Gentleman&#39;s Position (Society of Gentlemen),"Charles, K.J."
imposition,"1. The act of imposing, laying on, affixing, enjoining, inflicting, obtruding, and the like. ""From imposition of strict laws."" Milton. Made more solemn by the imposition of hands. Hammond. 2. That which is imposed, levied, or enjoined; charge; burden; injunction; tax. 3. (Eng. Univ.)  An extra exercise enjoined on students as a punishment. T. Warton. 4. An excessive, arbitrary, or unlawful exaction; hence, a trick or deception put on laid on others; cheating; fraud; delusion; imposture. Reputation is an idle and most false imposition. Shak. 5. (Eccl.)  The act of laying on the hands as a religious ceremoy, in ordination, confirmation, etc. 6. (Print.)  The act or process of imosing pages or columns of type. See Impose, v. t., 4. Syn. -- Deceit; fraud; imposture. See Deception.",ˌɪmpəˈzɪʃən,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
paraphernalia,"1. (Law)  Something reserved to a wife, over and above her dower, being chiefly apparel and ornaments suited to her degree. 2. Appendages; ornaments; finery; equipments.",ˌpɛrəfəˈneɪljə,A Confidential Problem,KJ Charles
lumpen,破布,lumpen*,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
coroner,"An officer of the peace whose principal duty is to inquire, with the help of a jury, into the cause of any violent, sudden or mysterious death, or death in prison, usually on sight of the body and at the place where the death occurred. [In England formerly also written and pronounced crowner.] Note: In some of the United States the office of coroner is abolished, that of medical examiner taking its place. Coroner's inquest. See under Inquest.",ˈkɔrənər,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
eel,"An elongated fish of many genera and species. The common eels of Europe and America belong to the genus Anguilla. The electrical eel is a species of Gymnotus. The so called vinegar eel is a minute nematode worm. See Conger eel, Electric eel, and Gymnotus.",il,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
vixen,"1. A female fox. [Obs. or Prov. Eng.] 2. A cross, ill-tempered person; -- formerly used of either sex, now only of a woman. Barrow. She was a vixen when she went to school. Shak.",ˈvɪksɪn,A Gentleman&#39;s Position (Society of Gentlemen),"Charles, K.J."
is his spit,是他的唾沫,ɪz hɪz spɪt,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
salver,"One who salves, or uses salve as a remedy; hence, a quacksalver, or quack. [Obs.]

A salvor. Skeat.

A tray or waiter on which anything is presented.",salver*,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
perdition,"1. Entire loss; utter destruction; ruin; esp., the utter loss of the soul, or of final happiness in a future state; future misery or eternal death. The mere perdition of the Turkish fleet. Shak. If we reject the truth, we seal our own perdition. J. M. Mason. 2. Loss of diminution. [Obs.] Shak.",perdition*,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
goblin,"An evil or mischievous spirit; a playful or malicious elf; a frightful phantom; a gnome. To whom the goblin, full of wrath, replied. Milton.",ˈgɑblɪn,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
quadrille,"1. A dance having five figures, in common time, four couples of dancers being in each set. 2. The appropriate music for a quadrille.

A game played by four persons with forty cards, being the remainder of an ordinary pack after the tens, nines, and eights are discarded. Hoyle.",quadrille*,A Fashionable Indulgence: A Society of Gentlemen Novel (Society of Gentlemen Series Book 1),KJ Charles
